Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
Puerto Rico,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,507.15","4,940.78","5,146.93","5,257.19","5,777.44","6,058.64","6,495.50","6,987.40","7,579.34","8,094.29","8,675.58","9,093.48","9,687.44","10,255.53","10,942.95","11,667.59","12,305.02","12,968.39","14,430.16","15,293.18","16,192.13","18,243.71","18,972.77","19,820.21","20,988.99","21,959.32","22,935.95","23,664.87","24,898.34","25,768.73","26,435.74","27,278.85","27,944.74","28,513.15","28,981.34","29,755.35","30,585.55","31,347.27","32,789.06","32,785.94","32,645.40","34,751.94","38,442.85","40,360.18","41,074.44","42,075.88","43,316.93","44,769.57",2020
Qatar,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","27,242.48","27,819.57","22,657.37","18,003.76","17,496.54","15,495.70","11,644.46","11,773.23","10,853.90","11,039.94","13,150.17","11,500.52","13,038.98","11,797.16","12,009.40","13,689.65","15,143.48","18,841.60","15,421.78","19,689.65","30,461.31","28,600.03","30,701.13","35,919.76","42,548.12","54,357.78","60,591.78","65,934.27","72,484.63","53,822.91","69,796.14","96,827.86","101,933.12","99,180.39","93,054.14","66,346.91","57,965.38","59,127.51","66,421.62","63,007.70","53,797.94","68,621.64","82,886.79","89,416.44","89,849.82","92,172.21","96,926.16","101,906.01",2020
Romania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,052.08","2,450.35","2,441.21","2,125.16","1,710.30","2,102.00","2,264.37","2,517.95","2,593.06","2,314.74","1,641.86","1,241.06",847.68,"1,147.33","1,317.05","1,563.12","1,565.47","1,571.69","1,885.35","1,600.88","1,661.71","1,802.68","2,113.60","2,672.81","3,483.73","4,604.45","5,740.40","8,262.41","10,385.85","8,517.60","8,194.72","9,075.96","8,491.03","9,530.44","10,021.54","8,942.20","9,520.44","10,776.67","12,361.14","12,863.25","12,908.81","14,794.86","15,618.84","16,227.53","17,565.87","18,934.76","20,263.48","21,665.46",2021
Russia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,482.767,"1,322.01","1,979.41","2,264.34","2,787.02","2,935.03","1,949.80","1,427.31","1,901.96","2,255.25","2,552.79","3,197.57","4,403.96","5,708.84","7,426.01","9,761.37","12,464.24","9,156.97","11,431.15","14,306.43","15,287.97","15,928.70","14,007.51","9,257.94","8,723.52","10,724.00","11,261.72","11,555.27","10,155.34","12,218.70","14,665.25","14,704.66","14,800.07","14,912.92","15,193.57","15,506.46",2021
Rwanda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",292.782,320.559,329.641,339.297,317.361,364.611,399.283,428.416,442.811,447.143,417.717,298.957,317.043,325.858,223.451,245.276,268.93,345.662,338.306,284.166,266.055,248.99,242.079,257.475,277.634,334.407,368.508,442.135,545.188,584.677,612.224,674.655,728.668,730.465,748.658,755.951,755.737,784.138,797.48,836.716,804.188,854.106,912.744,967.735,"1,010.23","1,069.66","1,118.65","1,184.62",2012
Samoa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,655.95","1,509.12","1,552.03","1,557.51","1,638.54","1,927.09","2,341.91","2,704.30","2,850.16","3,121.32","3,733.91","3,348.77","3,658.42","3,969.17","4,088.77","4,182.94","4,144.65","4,258.96","4,338.05","4,529.35","4,478.96","4,632.08","4,379.31","4,224.84","4,128.37","4,125.94","4,348.21","4,544.40","4,724.49","4,895.22",2020
San Marino,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"59,313.41","61,150.61","64,498.51","72,991.53","79,110.20","67,011.54","60,426.24","57,512.89","50,336.19","51,986.53","51,234.87","43,068.69","44,308.67","45,887.69","49,477.28","48,043.86","45,640.98","50,196.20","47,700.04","47,484.38","49,017.39","50,718.24","52,429.23","54,215.32",2020
Sгo Tomй and Prнncipe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",775.709,931.011,876.128,800.45,812.985,837.601,"1,142.83","1,111.67",922.926,892.384,"1,050.25",920.765,788.501,"1,033.02","1,058.93",820.593,"1,050.10",700.969,541.273,568.499,550.516,505.213,552.891,647.954,692.685,809.407,839.546,885.101,"1,125.88","1,098.37","1,128.31","1,302.78","1,380.11","1,619.71","1,826.92","1,623.81","1,737.73","1,842.33","1,988.72","2,021.93","2,189.68","2,322.08","2,230.66","2,301.98","2,414.64","2,550.43","2,621.34","2,798.85",2011
Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","17,655.09","18,832.08","14,912.69","11,972.20","10,558.74","8,732.76","6,955.07","6,524.17","6,398.83","6,583.30","7,734.97","8,280.17","8,077.75","7,685.99","7,626.36","7,893.41","8,527.66","8,706.35","7,525.30","8,092.71","9,256.52","8,778.41","8,822.49","9,800.52","11,467.10","14,068.22","15,603.99","16,666.60","20,157.29","16,094.69","19,163.34","23,654.86","25,208.17","24,892.98","24,929.32","21,063.32","20,288.90","21,113.96","24,438.46","23,485.08","20,088.52","23,507.28","27,941.49","27,008.76","27,018.65","27,206.37","27,525.04","27,950.04",2020
Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",767.972,677.895,645.372,559.501,529.936,563.251,773.09,902.228,865.668,828.149,936.148,894.485,930.568,852.61,560.956,693.418,706.864,642.569,686.369,689.683,614.004,648.446,680.83,831.623,931.745,993.237,"1,027.79","1,197.55","1,403.80","1,307.52","1,272.62","1,366.53","1,318.61","1,372.69","1,397.02","1,219.37","1,269.55","1,361.22","1,458.73","1,436.22","1,465.24","1,606.60","1,558.14","1,639.35","1,806.65","1,890.76","1,983.16","2,081.37",2020
Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,925.93","2,300.70","1,507.68","1,238.89","1,640.95","2,156.89","2,836.54","3,315.33","3,695.34","4,398.83","5,878.87","7,087.45","6,168.23","5,673.62","6,809.94","6,012.63","6,752.80","6,598.94","5,588.98","5,765.20","6,292.55","7,252.40","7,397.47","7,699.91","9,178.15","9,164.27","10,075.08","11,139.85","12,254.65","13,359.38","14,532.30",2021
Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,329.35","2,403.46","2,293.94","2,280.45","2,338.08","2,588.55","3,165.95","3,638.99","4,128.12","4,407.20","5,302.84","5,314.66","6,128.35","6,559.09","6,555.43","6,748.83","6,583.09","7,280.93","7,715.78","7,747.49","7,578.83","7,663.08","8,431.92","8,524.94","10,176.66","11,093.31","12,014.42","12,155.70","11,480.43","9,707.27","10,805.10","11,647.02","11,999.90","14,762.22","15,189.42","15,199.44","15,887.01","16,659.12","17,059.80","17,454.85","12,981.87","14,861.49","20,265.68","21,320.35","22,648.67","24,097.51","25,475.58","26,531.13",2015
Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",479.601,501.744,552.581,469.374,539.979,450.535,330.043,281.362,451.564,405.247,219.455,261.748,228.231,259.186,308.752,295.71,318.646,286.074,223.939,218.906,205.251,228.033,251.704,265.323,264.775,285.106,323.259,360.425,409.443,391.213,401.835,448.324,566.37,716.148,713.53,592.903,525.948,495.812,533.972,521.396,508.812,509.482,493.572,471.606,484.589,502.872,517.107,532.594,2021
Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,004.99","5,672.11","6,000.03","6,717.84","7,160.26","6,788.39","6,870.77","7,794.69","9,328.95","10,725.74","12,763.34","14,501.96","16,136.24","18,290.13","21,552.41","24,914.85","26,232.87","26,375.87","21,829.28","21,796.64","23,852.83","21,699.75","22,159.83","23,730.38","27,608.08","29,961.31","33,768.45","39,432.90","40,008.58","38,926.81","47,236.67","53,891.46","55,547.55","56,967.43","57,564.80","55,645.61","56,858.51","61,149.62","66,857.27","65,833.20","60,727.62","72,794.91","79,426.14","84,500.41","88,926.03","92,362.95","96,065.69","99,935.15",2021
Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,571.85","2,950.86","3,711.95","4,004.78","4,076.50","4,236.59","3,869.04","3,839.79","3,982.45","4,626.84","6,341.55","8,040.07","9,141.84","10,700.34","14,374.87","18,074.64","16,591.54","16,858.70","18,447.18","17,451.39","18,217.29","18,669.93","16,351.27","16,521.56","17,544.41","19,411.80","19,318.87","19,254.47","21,053.44","20,564.86","22,295.06","24,068.75","25,597.93","27,110.86","28,584.65",2021
Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"9,639.26","8,357.86","8,468.16","10,748.36","10,810.79","10,470.50","11,168.22","11,509.46","10,259.49","10,502.32","11,804.77","14,873.63","17,254.83","18,152.13","19,723.80","23,912.49","27,744.21","24,854.23","23,570.18","25,156.14","22,674.49","23,516.53","24,263.96","20,898.91","21,681.34","23,511.32","26,224.26","26,112.43","25,604.64","29,298.41","29,469.39","30,840.14","33,107.70","35,332.84","37,593.92","39,889.39",2021
Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",793.126,812.613,782.732,711.899,691.205,611.271,529.413,540.763,598.343,570.057,689.006,709.335,815.269,885.84,"1,153.33","1,306.62","1,381.75","1,385.67","1,171.20","1,215.24","1,017.41",965.95,795.547,788.627,867.004,"1,014.73","1,119.61","1,260.25","1,389.07","1,428.61","1,604.15","1,938.79","2,131.46","2,250.74","2,274.90","2,168.62","2,227.01","2,310.83","2,474.43","2,417.32","2,243.99","2,332.98","2,239.62","2,329.28","2,426.70","2,535.60","2,648.90","2,761.30",2019
Somalia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,341.202,375.84,401.389,414.544,418.294,412.416,418.849,451.205,465.852,502.213,539.001,561.406,594.404,630.215,667.351,706.481,2013
South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,074.68","3,122.69","2,806.16","3,062.89","2,633.91","1,955.17","2,176.06","2,801.31","2,954.83","3,004.44","3,425.59","3,587.88","3,802.58","3,716.19","3,786.21","4,145.21","3,869.70","3,937.66","3,508.14","3,423.60","3,382.07","2,964.03","2,791.18","4,209.22","5,415.09","6,033.21","6,276.17","6,776.47","6,355.88","6,552.27","8,130.19","8,799.48","8,207.06","7,458.04","6,984.93","6,256.67","5,750.79","6,678.29","6,972.70","6,609.04","5,661.01","6,965.19","6,738.93","6,812.82","6,968.42","7,126.46","7,285.30","7,448.70",2021
South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,644.74","1,041.46","1,337.23","1,334.09","1,245.68",286.208,277.692,359.062,397.572,486.946,364.39,327.898,569.407,703.745,747.931,762.256,784.08,2008
Spain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,128.02","5,381.91","5,171.54","4,501.84","4,471.65","4,694.76","6,477.30","8,187.29","9,598.67","10,566.13","13,693.64","14,697.50","16,013.16","13,409.70","13,419.62","15,475.61","16,095.75","14,782.95","15,457.11","15,814.19","14,761.11","15,400.91","17,097.92","21,501.07","24,932.13","26,438.03","28,414.13","32,588.56","35,484.39","32,131.38","30,566.88","31,676.69","28,344.78","29,084.96","29,524.76","25,764.22","26,535.55","28,196.76","30,423.17","29,576.25","27,039.18","30,089.52","29,198.09","29,729.17","31,447.42","33,080.79","34,533.77","35,869.29",2021
Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",333.918,342.812,365.498,389.999,452.288,443.046,470.142,484.746,501.62,498.479,564.868,611.088,651.332,689.023,787.255,829.22,903.331,"1,003.94","1,026.15","1,025.70","1,065.47","1,017.15","1,061.68","1,162.71","1,259.77","1,477.60","1,698.16","1,928.71","2,410.80","2,472.24","2,894.26","3,320.07","3,446.36","3,737.37","3,969.71","4,057.74","4,150.37","4,401.06","4,360.15","4,082.69","3,893.84","4,016.02","3,292.57",n/a,n/a,n/a,n/a,n/a,2020
St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,338.75","1,609.73","1,847.25","1,829.84","2,144.80","2,406.13","2,851.26","3,289.06","3,926.96","4,392.77","4,969.88","4,912.92","5,386.94","5,806.09","6,407.52","6,819.77","7,195.17","8,010.44","8,260.89","8,670.83","9,279.58","9,962.55","10,304.32","9,922.48","10,566.96","11,256.64","13,095.20","13,845.79","15,451.23","15,215.84","15,136.91","16,076.85","15,710.51","16,464.04","17,753.63","17,654.13","18,397.05","19,144.10","19,269.74","20,600.56","17,179.48","16,467.44","19,128.58","20,392.19","21,521.29","22,256.56","23,088.75","23,952.06",2015
St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,460.57","1,644.56","1,530.98","1,626.19","2,045.25","2,277.65","2,681.82","2,919.98","3,292.76","3,665.97","4,318.35","4,508.78","4,875.12","4,919.33","5,025.99","5,268.22","5,360.22","5,381.93","5,769.09","5,993.94","5,974.61","5,648.00","5,651.44","6,143.32","6,562.96","6,906.08","7,617.16","7,905.25","8,375.14","8,495.82","8,942.42","9,370.90","9,450.41","9,723.40","10,133.56","10,371.03","10,610.10","11,261.70","11,511.57","11,646.01","8,377.89","9,287.91","10,762.97","11,678.36","12,362.16","12,849.58","13,304.95","13,750.41",2015
St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",903.445,"1,110.43","1,227.42","1,309.10","1,435.28","1,537.22","1,686.10","1,828.41","2,077.70","2,211.42","2,456.29","2,584.10","2,815.08","2,896.04","2,924.04","3,188.48","3,340.52","3,500.23","3,755.70","3,922.72","3,973.45","4,284.99","4,518.09","4,710.27","5,082.07","5,353.69","5,933.62","6,572.51","6,740.48","6,564.11","6,613.13","6,544.69","6,686.02","6,988.34","7,028.30","7,154.78","7,390.47","7,675.53","8,001.56","8,228.63","7,878.67","7,948.51","8,546.10","9,431.21","10,068.80","10,614.00","11,108.12","11,623.13",2016
Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",486.908,339.389,239.807,318.513,375.019,253.184,328.588,516.781,404.705,696.391,87.197,95.292,113.476,186.506,205.922,239.507,292.909,350.723,366.582,352.442,422.316,492.676,554.652,635.575,772.939,996.677,"1,249.77","1,599.60","1,700.51","1,401.24","1,637.42","2,034.46","1,396.29","1,462.58","1,628.50","1,679.03","1,638.64","1,199.18",796.298,776.549,775.258,772.34,916.033,929.402,973.951,"1,034.08","1,093.83","1,151.30",2011
Suriname,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,413.62","1,535.96","1,406.58","1,093.09","1,213.31","2,270.81","2,790.05","2,945.34","3,495.32","2,837.25","2,904.55","2,464.82","3,075.38","3,571.56","4,057.75","4,800.80","5,577.12","6,165.52","7,316.46","7,917.32","8,806.02","8,770.29","9,844.75","10,013.73","10,042.68","9,036.35","5,761.78","6,156.46","6,772.07","6,662.87","4,786.83","4,680.56","4,879.82","5,036.74","5,168.16","5,320.51","5,510.92","5,752.85",2020
